,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2668,Carrol,Jordin,Male,95,1995-02-18,Business Systems Development Analyst,Property,Affluent Customer,N,No,1.0
953,Alain,Immins,Male,76,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7.0
3758,Sue,Batstone,Female,68,1995-03-04,Programmer IV,Property,Mass Customer,N,Yes,4.0
1915,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0
2992,Blinnie,Hazelden,Female,85,1995-03-07,Graphic Designer,Financial Services,Affluent Customer,N,No,4.0
2514,Manya,0,Female,24,1995-03-07,0,Retail,Affluent Customer,N,Yes,3.0
3312,Kori,Antoshin,Female,10,1995-03-15,0,Property,High Net Worth,N,Yes,5.0
2708,Simone,Boanas,Male,6,1995-03-20,0,Financial Services,High Net Worth,N,No,6.0
1067,Frazer,Searston,Male,5,1995-03-21,0,Health,Mass Customer,N,Yes,3.0
279,Welch,MacAllaster,Male,15,1995-03-22,Geologist I,0,Affluent Customer,N,Yes,5.0
3205,Elbertine,Trewin,Female,32,1995-03-23,Financial Advisor,Financial Services,Mass Customer,N,No,1.0
749,Izaak,Gisborne,Male,42,1995-04-08,Analyst Programmer,Retail,Affluent Customer,N,Yes,7.0
1769,Chrysler,Vasile,Female,63,1995-04-10,Junior Executive,0,Mass Customer,N,Yes,7.0
3442,Fran,0,Male,11,1995-04-12,Technical Writer,0,Mass Customer,N,Yes,5.0
31,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,N,No,4.0
503,Vinny,Hegley,Male,93,1995-04-25,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7.0
447,Robin,Crack,Female,34,1995-04-26,Software Engineer III,IT,High Net Worth,N,No,3.0
1895,Garald,Brasner,Male,13,1995-04-30,Project Manager,0,High Net Worth,N,No,1.0
123,Kath,Cunney,Female,27,1995-05-03,Administrative Assistant II,Health,High Net Worth,N,Yes,5.0
2630,Antonio,Brewis,Male,4,1995-05-11,Software Engineer I,Financial Services,Mass Customer,N,Yes,2.0
2882,Ulick,Bruty,Male,84,1995-05-19,Paralegal,Financial Services,Mass Customer,N,Yes,2.0
1479,Bird,Diess,Female,83,1995-05-21,Legal Assistant,0,High Net Worth,N,Yes,5.0
3265,Lambert,Edser,Male,68,1995-05-21,Account Representative III,0,Mass Customer,N,Yes,5.0
2285,Katuscha,Sapsed,Female,20,1995-06-02,Staff Scientist,Manufacturing,High Net Worth,N,No,5.0
1069,Albert,Gomery,Male,5,1995-06-04,Account Representative IV,0,Mass Customer,N,No,1.0
2900,Banky,Baudichon,Male,77,1995-06-11,0,Manufacturing,Mass Customer,N,Yes,6.0
2823,Lombard,Essame,Male,41,1995-06-11,Assistant Media Planner,Entertainment,Affluent Customer,N,No,7.0
3116,Nisse,Marriage,Female,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6.0
1644,Dal,Colquhoun,Male,34,1995-06-12,Research Associate,0,Affluent Customer,N,Yes,5.0
3063,Zach,Billison,Male,96,1995-06-14,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0
2116,Llywellyn,Christall,Male,76,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,3.0
1688,Teodor,Larwell,Male,48,1995-06-18,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4.0
2591,Archibaldo,Argrave,Male,84,1995-06-19,Help Desk Operator,Financial Services,Mass Customer,N,Yes,1.0
2865,Ky,Stredder,Male,10,1995-06-26,0,Health,High Net Worth,N,No,7.0
615,Perl,Bysaker,Female,36,1995-07-13,0,Health,High Net Worth,N,No,6.0
659,Stormi,0,Female,82,1995-07-29,Geological Engineer,Manufacturing,High Net Worth,N,No,6.0
1782,Brett,McCalister,Male,55,1995-07-30,0,Retail,Mass Customer,N,Yes,7.0
230,Basile,Winsor,Male,48,1995-08-05,Design Engineer,Financial Services,Mass Customer,N,Yes,3.0
2012,Marge,Girault,Female,99,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19.0
3090,Guenevere,Treffry,Female,88,1995-08-13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3.0
2649,Candice,Patriskson,Female,33,1995-08-20,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,10.0
2053,Horace,Gilpillan,Male,12,1995-08-21,0,Manufacturing,Mass Customer,N,Yes,22.0
677,Ambur,Symcoxe,Female,57,1995-08-31,Accounting Assistant II,IT,High Net Worth,N,No,2.0
1891,Allyson,Pinsent,Female,48,1995-09-07,0,Retail,High Net Worth,N,Yes,2.0
613,Nonnah,Johns,Female,45,1995-09-12,0,Manufacturing,Mass Customer,N,Yes,11.0
583,Fiona,Clines,Female,10,1995-09-15,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19.0
2363,Fielding,Linklater,Male,19,1995-09-22,Speech Pathologist,0,Mass Customer,N,Yes,13.0
1220,Byrom,Draisey,Male,75,1995-09-25,VP Product Management,Health,High Net Worth,N,Yes,14.0
2767,Forest,Knowling,Male,86,1995-09-26,Executive Secretary,Manufacturing,Mass Customer,N,No,3.0
1774,Kimberly,Dishmon,Female,73,1995-10-01,Actuary,Financial Services,Affluent Customer,N,No,3.0
2859,Charity,Robken,Female,13,1995-10-02,Physical Therapy Assistant,0,Mass Customer,N,No,1.0
832,Wadsworth,Hubane,Male,9,1995-10-03,Safety Technician II,0,High Net Worth,N,Yes,4.0
3697,Devon,Baudic,Female,49,1995-10-03,Geological Engineer,Manufacturing,Mass Customer,N,No,4.0
1065,Hailey,Ricciardi,Male,45,1995-10-06,Recruiter,Telecommunications,High Net Worth,N,No,12.0
1991,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0
1840,Nathanial,D'Ambrogi,Male,63,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0
1343,Renelle,Tutin,Female,20,1995-11-02,Tax Accountant,Manufacturing,Mass Customer,N,No,4.0
3497,Lois,Abrahim,Female,28,1995-11-02,0,Manufacturing,Mass Customer,N,No,5.0
3199,Marna,0,Female,51,1995-11-03,Environmental Tech,Manufacturing,Mass Customer,N,No,1.0
3140,Esmaria,Kiernan,Female,92,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3.0
2220,Tye,Scottini,Male,80,1995-11-07,General Manager,Argiculture,Affluent Customer,N,No,7.0
1461,Omero,Hauxley,Male,16,1995-11-07,VP Accounting,Financial Services,Mass Customer,N,Yes,1.0
2393,Ferne,Reese,Female,31,1995-11-12,GIS Technical Architect,0,Mass Customer,N,Yes,7.0
1520,Pernell,Duffett,Male,49,1995-11-13,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,22.0
1573,Werner,Wall,Male,16,1995-11-15,Database Administrator I,0,Affluent Customer,N,Yes,2.0
1569,Phil,Dodle,Female,70,1995-11-20,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0
1326,Sarita,Khosa,Female,57,1995-11-25,Director of Sales,Property,Affluent Customer,N,No,6.0
433,Raff,Waadenburg,Male,93,1995-12-01,0,Financial Services,Mass Customer,N,Yes,19.0
1469,Albie,Pach,Male,62,1995-12-04,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0
3226,Costa,Sharpin,Male,37,1995-12-06,0,Manufacturing,Affluent Customer,N,No,2.0
588,Duff,Anan,Male,76,1995-12-07,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1.0
2467,Parker,Barenskie,Male,51,1995-12-12,Marketing Assistant,Retail,High Net Worth,N,No,1.0
403,Sinclair,Sustins,Male,92,1995-12-17,Geologist I,Financial Services,Affluent Customer,N,Yes,4.0
3906,Adriana,Heam,Female,8,1996-01-11,Technical Writer,0,High Net Worth,N,Yes,5.0
3853,Melody,Ivanilov,Female,47,1996-01-16,VP Quality Control,Property,High Net Worth,N,Yes,2.0
933,Marcellus,Louisot,Male,76,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0
3476,Jaquelin,Leek,Female,90,1996-01-24,Senior Developer,Financial Services,Affluent Customer,N,Yes,7.0
3030,Diego,Bertelmot,Male,95,1996-02-02,Staff Scientist,Health,Mass Customer,N,Yes,5.0
3437,Gaylor,Carbry,Male,11,1996-02-16,Project Manager,Manufacturing,Mass Customer,N,No,2.0
3618,Myranda,Cridland,Female,18,1996-02-17,Administrative Assistant IV,0,Mass Customer,N,Yes,1.0
1048,Fraser,Gaenor,Male,35,1996-03-02,Software Consultant,Property,Mass Customer,N,No,2.0
3383,Wesley,Nichols,Male,11,1996-03-05,0,0,Mass Customer,N,No,6.0
3223,Darell,Mulqueeny,Female,67,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0
2333,Zebulen,Hefford,Male,30,1996-03-16,Food Chemist,Health,Affluent Customer,N,No,5.0
2369,Juliane,Calltone,Female,35,1996-03-19,Analyst Programmer,Property,High Net Worth,N,No,7.0
3885,Fidela,Haresign,Female,74,1996-03-26,Recruiting Manager,Manufacturing,Affluent Customer,N,No,5.0
1819,Yard,Teeney,Male,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,No,5.0
937,Corabelle,0,Female,18,1996-04-06,Technical Writer,Retail,Mass Customer,N,No,7.0
3592,Carry,Abercromby,Female,71,1996-04-10,Legal Assistant,Retail,Mass Customer,N,No,5.0
468,Levi,Cartmell,Male,91,1996-05-03,Actuary,Financial Services,High Net Worth,N,Yes,3.0
3637,Fifi,Dorrins,Female,73,1996-05-04,Associate Professor,Manufacturing,Mass Customer,N,No,6.0
2212,Jesse,Leyshon,Female,70,1996-05-07,Legal Assistant,0,Affluent Customer,N,Yes,6.0
826,Phillis,Rudwell,Female,90,1996-05-07,0,Health,Affluent Customer,N,No,5.0
1408,Tiffi,Hartless,Female,69,1996-05-07,Help Desk Technician,0,Mass Customer,N,No,4.0
3398,Hillyer,Biddulph,Male,95,1996-05-10,VP Accounting,Financial Services,Mass Customer,N,No,2.0
546,Andee,Robjant,Female,22,1996-05-14,Sales Associate,Health,Mass Customer,N,No,5.0
212,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,High Net Worth,N,Yes,6.0
932,Melany,L'oiseau,Female,75,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,Yes,5.0
2685,Cully,Takos,Male,63,1996-05-21,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0
1190,Merrielle,Vegas,Female,20,1996-05-22,Director of Sales,0,Mass Customer,N,Yes,1.0
2247,Helsa,Grandisson,Female,33,1996-05-23,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0
1166,Elberta,Crickett,Female,20,1996-06-03,Software Test Engineer III,Health,Mass Customer,N,No,4.0
1006,Cord,Warriner,Male,58,1996-06-08,0,Retail,Mass Customer,N,No,5.0
1929,Ambrose,Bleasby,Male,27,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0
1446,Renaldo,Maudsley,Male,29,1996-06-16,Civil Engineer,Manufacturing,Mass Customer,N,No,4.0
513,Trent,0,Male,9,1996-06-20,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0
55,Reese,Ensor,Male,44,1996-07-04,VP Sales,Property,Mass Customer,N,Yes,4.0
697,Ellette,Fahy,Female,90,1996-07-20,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1.0
1082,Chadd,Fowlds,Male,46,1996-08-07,VP Product Management,0,Affluent Customer,N,No,1.0
3430,York,Calbreath,Male,97,1996-08-10,Community Outreach Specialist,Property,Affluent Customer,N,No,5.0
3524,Town,Yitzhakov,Male,55,1996-08-16,Editor,0,Mass Customer,N,No,2.0
3404,Gavra,Robez,Female,89,1996-08-18,Project Manager,Financial Services,Mass Customer,N,Yes,3.0
1252,Mahalia,0,Female,81,1996-08-19,Research Assistant I,Manufacturing,Mass Customer,N,No,5.0
1630,Towny,Beebee,Male,11,1996-09-03,Speech Pathologist,Financial Services,Affluent Customer,N,No,1.0
1092,Clarita,Penright,Female,63,1996-09-13,Business Systems Development Analyst,0,Affluent Customer,N,No,5.0
2801,Clem,Fosdick,Female,36,1996-09-22,Programmer Analyst I,Financial Services,Mass Customer,N,No,3.0
3861,Casey,Kett,Female,1,1996-09-22,Structural Engineer,Health,Mass Customer,N,No,4.0
1996,Tedmund,Simonsson,Male,57,1996-09-27,Structural Engineer,0,Mass Customer,N,No,5.0
3044,Renato,Mungham,Male,52,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2.0
3324,Sylas,0,Male,80,1996-10-08,Database Administrator IV,Manufacturing,High Net Worth,N,No,1.0
3572,Mab,Dwyer,Female,68,1996-10-16,Accounting Assistant I,Manufacturing,Mass Customer,N,Yes,3.0
2704,Madalena,MacCaughey,Female,11,1996-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,3.0
3142,Corabelle,Streatfeild,Female,0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5.0
2368,Averyl,Gosz,Female,80,1996-10-28,Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0
2565,Nani,Brilleman,Female,48,1996-10-29,Accountant II,Entertainment,Affluent Customer,N,Yes,6.0
2507,Virgil,Borkett,Male,98,1996-11-04,Information Systems Manager,0,Mass Customer,N,No,3.0
2478,Helge,Voller,Female,81,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,N,No,5.0
2248,Kiele,Caghan,Female,7,1996-11-11,0,Financial Services,Mass Customer,N,No,5.0
474,Vernor,0,Male,0,1996-11-14,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,1.0
3892,Hadria,Moles,Female,7,1996-11-18,0,0,High Net Worth,N,Yes,4.0
1778,Krishnah,Firmage,Male,55,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,No,5.0
651,Edee,Stoker,Female,62,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,Yes,1.0
1650,Idalina,0,Female,9,1996-11-25,Web Designer I,Telecommunications,Mass Customer,N,Yes,4.0
3098,Shelli,Benitti,Female,73,1996-11-26,0,Retail,Mass Customer,N,Yes,3.0
1608,Reginald,Hanwright,Male,64,1996-11-26,Professor,Property,Mass Customer,N,Yes,3.0
380,Leesa,Castleman,Female,99,1996-11-30,Sales Associate,0,Affluent Customer,N,No,1.0
1143,Damon,Phelip,Male,73,1996-12-12,Environmental Specialist,Health,High Net Worth,N,Yes,5.0
786,Norma,Batrim,Female,29,1996-12-15,0,Retail,Affluent Customer,N,Yes,2.0
426,Giusto,Torbett,Male,77,1996-12-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2.0
2162,Tim,Guilliatt,Male,41,1996-12-25,VP Product Management,0,Mass Customer,N,Yes,6.0
172,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0
2119,Clare,Attoe,Male,80,1997-01-03,Web Designer III,Manufacturing,Mass Customer,N,No,1.0
2085,Gayle,Cockerell,Male,68,1997-01-03,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0
2446,Richard,Poor,Male,55,1997-01-06,Tax Accountant,0,Affluent Customer,N,Yes,2.0
2737,Lurleen,Shoebridge,Female,77,1997-01-06,Research Nurse,Health,Mass Customer,N,No,5.0
2994,Garvin,Cunradi,Male,60,1997-01-14,0,Health,Mass Customer,N,Yes,2.0
3536,Sholom,Pavlasek,Male,1,1997-01-15,Graphic Designer,Financial Services,Mass Customer,N,No,4.0
2947,Yank,Scarlett,Male,23,1997-01-17,Internal Auditor,Manufacturing,Mass Customer,N,Yes,2.0
1409,Althea,Macvey,Female,10,1997-01-22,Marketing Manager,Retail,High Net Worth,N,Yes,6.0
1294,Irving,Murton,Male,66,1997-01-25,Nurse,Argiculture,Mass Customer,N,Yes,5.0
319,Aldous,Cubin,Male,19,1997-02-09,Registered Nurse,Health,Mass Customer,N,No,4.0
1028,Forbes,Londors,Male,71,1997-02-15,VP Sales,0,Mass Customer,N,No,4.0
2776,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0
3110,Maxwell,Blabber,Male,42,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0
3810,Etta,Leele,Female,60,1997-03-19,0,Financial Services,High Net Worth,N,No,4.0
3081,Emlyn,Maile,Male,68,1997-03-28,0,Manufacturing,Mass Customer,N,Yes,2.0
1534,Emanuel,Baukham,Male,80,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0
664,Chan,Kirckman,Male,82,1997-04-19,Human Resources Assistant I,0,Mass Customer,N,No,5.0
102,Ethyl,Runham,Female,49,1997-04-21,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0
1348,Curran,Gush,Male,83,1997-05-07,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1.0
3185,Rora,Warre,Female,22,1997-05-09,0,0,Mass Customer,N,Yes,2.0
252,Amalee,Choak,Female,82,1997-05-11,Food Chemist,Health,Mass Customer,N,Yes,1.0
795,Ira,Lamlin,Female,8,1997-05-27,Financial Analyst,Financial Services,Mass Customer,N,No,2.0
2387,Quincy,Weben,Male,84,1997-05-28,Cost Accountant,Financial Services,Mass Customer,N,No,1.0
2073,Roslyn,Rawdall,Female,90,1997-06-11,0,Financial Services,Mass Customer,N,No,4.0
964,Meggie,Whitchurch,Female,86,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5.0
3867,Rica,Corrado,Female,60,1997-06-19,Social Worker,Health,Affluent Customer,N,Yes,4.0
1407,Kendricks,Plastow,Male,14,1997-06-22,Dental Hygienist,Health,High Net Worth,N,No,4.0
415,Dory,Barnsdall,Female,14,1997-06-23,Software Consultant,0,Mass Customer,N,Yes,1.0
2593,Sigismond,Stockow,Male,90,1997-06-23,Internal Auditor,Manufacturing,Mass Customer,N,No,2.0
2834,Deloria,0,Female,30,1997-07-01,Environmental Specialist,Manufacturing,Affluent Customer,N,No,2.0
3555,Larina,Gheeorghie,Female,38,1997-07-05,Senior Developer,Manufacturing,High Net Worth,N,No,3.0
2385,Adrianne,Lowerson,Female,93,1997-07-06,Compensation Analyst,Financial Services,Mass Customer,N,No,2.0
2166,Laina,Semorad,Female,31,1997-07-11,Librarian,Entertainment,Mass Customer,N,No,1.0
662,Massimo,Seymour,Male,27,1997-07-17,VP Sales,Property,Affluent Customer,N,Yes,3.0
129,Raddy,Delete,Male,32,1997-07-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0
3156,Hurlee,Fasson,Male,46,1997-07-19,0,Retail,Mass Customer,N,Yes,1.0
144,Filippo,Ferrara,Male,33,1997-07-21,Account Executive,Financial Services,Mass Customer,N,No,4.0
2929,Goddard,Benthall,Male,46,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,N,No,3.0
676,El,Toupe,Male,59,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5.0
277,Sydney,Georger,Male,22,1997-07-30,Executive Secretary,0,Affluent Customer,N,Yes,4.0
1024,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,N,Yes,5.0
133,Merna,McCulloch,Female,34,1997-08-01,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5.0
3197,Dur,Knappen,Male,66,1997-08-02,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0
1490,Agneta,Swiggs,Female,96,1997-08-03,Senior Sales Associate,Health,Mass Customer,N,Yes,4.0
182,Dannie,Hissie,Female,7,1997-08-05,Geologist III,Retail,Affluent Customer,N,No,3.0
1548,Vikki,Tett,Female,87,1997-08-06,0,Financial Services,Affluent Customer,N,Yes,4.0
2549,Dionysus,Elmhurst,Male,34,1997-08-12,Pharmacist,Health,Mass Customer,N,Yes,4.0
1334,Sibylla,Marlon,Female,57,1997-08-14,0,Entertainment,Mass Customer,N,Yes,3.0
1896,Cosette,Callar,Female,58,1997-08-20,Product Engineer,0,Mass Customer,N,Yes,1.0
3752,Ebony,Peagrim,Female,16,1997-08-21,Office Assistant II,Manufacturing,Mass Customer,N,No,3.0
2780,Linnea,Jeacop,Female,4,1997-09-01,VP Sales,Financial Services,Affluent Customer,N,Yes,5.0
1898,Lambert,Vardey,Male,29,1997-09-02,0,Retail,Affluent Customer,N,Yes,4.0
3608,Chicky,Butterfield,Male,69,1997-09-02,Marketing Manager,Manufacturing,Mass Customer,N,No,4.0
3586,Ines,Galfour,Female,85,1997-09-24,0,0,Affluent Customer,N,No,2.0
1206,Mabel,Marousek,Female,30,1997-09-25,Engineer IV,Health,Mass Customer,N,No,1.0
1250,Codie,Arnecke,Male,63,1997-10-01,Desktop Support Technician,Property,Mass Customer,N,No,2.0
1752,Kerry,Ford,Female,6,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1.0
3480,Haley,Dessent,Male,37,1997-10-12,Systems Administrator IV,Manufacturing,High Net Worth,N,No,4.0
3412,Zulema,Cristofolo,Female,93,1997-10-15,VP Accounting,Financial Services,Mass Customer,N,No,3.0
1526,Gerek,Chape,Male,23,1997-10-15,Chemical Engineer,Manufacturing,Mass Customer,N,No,2.0
3501,Wilfrid,Cleaves,Male,5,1997-10-16,Senior Sales Associate,Retail,High Net Worth,N,Yes,3.0
1196,Isobel,Lampett,Female,44,1997-10-16,Professor,Financial Services,High Net Worth,N,Yes,5.0
1155,Breena,Risebrow,Female,22,1997-10-16,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1.0
2297,Brigham,Vyse,Male,64,1997-10-28,Environmental Tech,Property,Mass Customer,N,Yes,5.0
886,Patrizius,Hardinge,Male,55,1997-11-17,0,Manufacturing,High Net Worth,N,No,1.0
389,Royall,Slimings,Male,83,1997-11-25,Programmer Analyst II,Health,Affluent Customer,N,No,3.0
3049,Dinnie,Worsom,Female,90,1997-12-04,0,0,High Net Worth,N,No,5.0
2864,Lila,Eyeington,Female,11,1997-12-14,Electrical Engineer,Manufacturing,High Net Worth,N,No,3.0
1622,Katy,Taffee,Female,29,1997-12-24,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,2.0
1864,Isabelita,Kitchener,Female,35,1997-12-24,Office Assistant III,0,Mass Customer,N,No,3.0
3916,Artemas,Kyncl,Male,79,1997-12-26,Chemical Engineer,Manufacturing,Mass Customer,N,No,4.0
2186,Brunhilde,Kendall,Female,52,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2.0
3942,Adler,Dredge,Male,19,1997-12-30,VP Accounting,Financial Services,Affluent Customer,N,No,2.0
1465,Cyndia,Gull,Female,62,1998-01-05,Cost Accountant,Financial Services,High Net Worth,N,Yes,2.0
3218,Denyse,Scutts,Female,94,1998-01-06,Web Developer III,Financial Services,Mass Customer,N,No,3.0
2197,Marijn,Arnoll,Male,1,1998-01-10,Editor,Property,Affluent Customer,N,Yes,1.0
2160,Tommie,Mardle,Male,35,1998-01-14,0,Financial Services,Mass Customer,N,No,4.0
2132,Clarissa,Blaisdale,Female,44,1998-01-20,General Manager,Financial Services,High Net Worth,N,No,3.0
2709,Flory,Standering,Male,77,1998-01-30,0,Retail,Mass Customer,N,No,2.0
2987,Darrelle,Michie,Female,20,1998-02-02,Administrative Officer,0,Mass Customer,N,Yes,1.0
603,Mella,Petrovsky,Female,72,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,No,3.0
1970,Mariel,Dyke,Female,49,1998-02-10,0,Manufacturing,Mass Customer,N,Yes,4.0
3662,Hermy,Casement,Male,62,1998-02-10,Information Systems Manager,0,Affluent Customer,N,No,1.0
3280,Peg,Cliff,Female,67,1998-02-22,Administrative Assistant III,0,Mass Customer,N,No,4.0
2188,Thedric,0,Male,43,1998-02-25,Safety Technician II,Financial Services,High Net Worth,N,No,4.0
3989,Reynard,Hagger,Male,99,1998-03-05,Desktop Support Technician,Health,High Net Worth,N,No,1.0
2100,Maryann,0,Female,71,1998-03-08,General Manager,0,Mass Customer,N,Yes,2.0
2713,Emmy,Jenton,Female,50,1998-03-17,Occupational Therapist,Health,High Net Worth,N,Yes,1.0
1962,Syman,Trimnell,Male,81,1998-03-18,Biostatistician I,Argiculture,Mass Customer,N,Yes,4.0
1195,Phillie,Bradforth,Female,23,1998-03-19,Research Nurse,Health,Mass Customer,N,No,2.0
809,Fawnia,Bartrum,Female,24,1998-04-04,Software Test Engineer IV,Health,Mass Customer,N,Yes,1.0
1412,Vi,Lauga,Female,47,1998-04-24,Administrative Assistant II,Financial Services,Mass Customer,N,No,3.0
631,Angeli,O'Hegertie,Male,67,1998-04-26,General Manager,Health,Mass Customer,N,No,1.0
3432,Karissa,Cabral,Female,10,1998-04-28,Computer Systems Analyst II,Property,Mass Customer,N,No,2.0
1495,Cordie,Disbrow,Female,22,1998-05-02,Human Resources Manager,IT,Affluent Customer,N,No,3.0
1301,Ericka,Eggers,Female,29,1998-05-03,Biostatistician I,Financial Services,Affluent Customer,N,Yes,2.0
1141,Michal,Paiton,Male,95,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2.0
3215,Edgar,Ordish,Male,59,1998-05-08,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1.0
2647,Saunder,Newens,Male,60,1998-05-09,Account Representative I,0,Affluent Customer,N,No,1.0
1735,Garrek,Rowbotham,Male,83,1998-05-10,Associate Professor,IT,Affluent Customer,N,No,4.0
3029,Flor,Agnew,Female,68,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,N,No,3.0
2291,Christie,MacClure,Female,17,1998-06-02,Research Nurse,Health,Mass Customer,N,Yes,2.0
98,Reggie,Mulliner,Male,97,1998-06-13,VP Accounting,Financial Services,Mass Customer,N,No,3.0
1458,Haydon,Berkery,Male,89,1998-06-16,Senior Sales Associate,Manufacturing,Mass Customer,N,No,4.0
3984,Caryn,Padbury,Female,44,1998-06-21,Web Developer IV,Property,Mass Customer,N,No,4.0
1151,Humfrid,Ducket,Male,47,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3.0
1713,Esma,Rycroft,Female,80,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0
2736,Andras,Yurocjkin,Male,28,1998-07-20,0,Retail,Mass Customer,N,Yes,3.0
369,Trstram,Bondesen,Male,91,1998-07-27,0,Telecommunications,Affluent Customer,N,Yes,3.0
3069,Malissia,Minthorpe,Female,74,1998-07-27,Account Executive,Health,Affluent Customer,N,Yes,1.0
1679,Loise,Austins,Female,5,1998-07-28,Desktop Support Technician,Property,Mass Customer,N,Yes,4.0
2043,Leyla,Eddington,Female,84,1998-08-02,Quality Engineer,Health,Mass Customer,N,Yes,1.0
2548,Mike,Geggus,Male,12,1998-08-07,Pharmacist,Health,Mass Customer,N,Yes,4.0
3543,Benoite,Trahmel,Female,25,1998-08-13,Help Desk Technician,0,Affluent Customer,N,No,1.0
2614,Cordelia,0,Female,23,1998-08-13,Nurse,Financial Services,Mass Customer,N,Yes,1.0
2223,Sydel,Seccombe,Female,3,1998-08-18,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,4.0
3715,Kari,Bamlett,Female,81,1998-08-24,0,Retail,Affluent Customer,N,No,1.0
3135,Leonardo,Brennon,Male,60,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3.0
944,Hebert,Bernocchi,Male,59,1998-08-26,Human Resources Manager,0,High Net Worth,N,Yes,1.0
3857,Sabina,Tarbin,Female,57,1998-08-31,Librarian,Entertainment,Mass Customer,N,Yes,1.0
1383,Marcile,Carren,Female,48,1998-09-09,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0
330,Ford,Groucock,Male,87,1998-09-23,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0
