,address,postcode,state,country,property_valuation
3908,13768 Commercial Trail,2155,New South Wales,Australia,10
1509,29 Spohn Drive,2212,New South Wales,Australia,10
1508,54295 Dorton Hill,2219,New South Wales,Australia,10
3956,388 Shoshone Trail,2234,New South Wales,Australia,10
1507,81 Darwin Court,2210,New South Wales,Australia,10
1506,8802 Fisk Street,2234,New South Wales,Australia,10
1505,09 Bayside Place,2223,New South Wales,Australia,10
3961,4 Debra Hill,3106,Victoria,Australia,10
1504,00941 7th Place,2227,New South Wales,Australia,10
19,3 Cordelia Plaza,2153,New South Wales,Australia,10
1503,04489 Corscot Hill,2232,New South Wales,Australia,10
1502,4 Maywood Court,2228,New South Wales,Australia,10
3968,4 Express Plaza,2191,New South Wales,Australia,10
1499,39677 Emmet Terrace,2211,New South Wales,Australia,10
1498,75 Hoepker Street,2232,New South Wales,Australia,10
3975,7 Meadow Vale Court,2114,New South Wales,Australia,10
3978,60 Morningstar Center,2126,New South Wales,Australia,10
3979,218 Stuart Junction,2223,New South Wales,Australia,10
3982,9 Grover Point,4218,Queensland,Australia,10
1479,2 Barby Trail,2769,New South Wales,Australia,10
1478,941 La Follette Hill,2263,New South Wales,Australia,10
1464,93482 Jenifer Alley,2439,New South Wales,Australia,10
1,6 Meadow Vale Court,2153,New South Wales,Australia,10
3996,87 Crescent Oaks Alley,2756,New South Wales,Australia,10
1510,87746 Bellgrove Park,2211,New South Wales,Australia,10
1547,8 Bobwhite Park,2768,New South Wales,Australia,10
1511,4517 Colorado Place,2210,New South Wales,Australia,10
1515,22 Nelson Terrace,2190,New South Wales,Australia,10
51,690 Glacier Hill Circle,2127,New South Wales,Australia,10
50,15 Almo Lane,2029,New South Wales,Australia,10
1545,4 Sutteridge Trail,2153,New South Wales,Australia,10
3914,802 Bashford Hill,3150,Victoria,Australia,10
1543,08167 Buhler Avenue,2153,New South Wales,Australia,10
1542,68 Delaware Avenue,2768,New South Wales,Australia,10
1541,2 Eastwood Street,2153,New South Wales,Australia,10
3919,259 Union Junction,3107,Victoria,Australia,10
1540,8595 Ruskin Plaza,3196,Victoria,Australia,10
1539,16 Maple Wood Center,2155,New South Wales,Australia,10
3923,38 Steensland Circle,2234,New South Wales,Australia,10
1538,65 Southridge Alley,2745,New South Wales,Australia,10
1537,243 Mosinee Place,2155,New South Wales,Australia,10
45,957 Veith Junction,2047,New South Wales,Australia,10
3930,3 Kedzie Center,3106,Victoria,Australia,10
3931,67473 Nova Avenue,3089,Victoria,Australia,10
3933,20 Dwight Junction,2768,New South Wales,Australia,10
1528,2 Moulton Drive,2567,New South Wales,Australia,10
1523,28 Mcguire Junction,2171,New South Wales,Australia,10
37,1 Claremont Park,3931,Victoria,Australia,10
1516,96 Pepper Wood Drive,2567,New South Wales,Australia,10
34,38726 Ilene Crossing,2212,New South Wales,Australia,10
3947,72 Briar Crest Hill,3148,Victoria,Australia,10
1512,91433 Hollow Ridge Crossing,2210,New South Wales,Australia,10
3503,7555 Springview Crossing,3195,Victoria,Australia,10
3765,884 Packers Junction,2034,New South Wales,Australia,10
1647,3 Fordem Park,4011,Queensland,Australia,10
3577,878 Cody Point,2155,New South Wales,Australia,10
3578,66028 Randy Terrace,2155,New South Wales,Australia,10
3581,344 Delladonna Place,2196,New South Wales,Australia,10
3583,33221 Maple Wood Place,2260,New South Wales,Australia,10
1310,55326 Fulton Hill,3931,Victoria,Australia,10
3589,89 Dapin Terrace,3121,Victoria,Australia,10
3590,38834 Manufacturers Hill,2768,New South Wales,Australia,10
1785,4092 Brentwood Trail,2147,New South Wales,Australia,10
229,816 Spohn Center,2036,New South Wales,Australia,10
228,2 Northridge Street,2508,New South Wales,Australia,10
3603,154 Heffernan Trail,2038,New South Wales,Australia,10
3605,9 Declaration Crossing,3133,Victoria,Australia,10
1327,7 Canary Trail,3977,Victoria,Australia,10
226,11667 Blackbird Street,2226,New South Wales,Australia,10
224,93 Westend Terrace,2116,New South Wales,Australia,10
3612,2 Armistice Parkway,2193,New South Wales,Australia,10
3269,6030 South Drive,2120,New South Wales,Australia,10
3617,422 Valley Edge Pass,2000,New South Wales,Australia,10
1765,40985 Cherokee Junction,2155,New South Wales,Australia,10
1344,77 Acker Alley,3151,Victoria,Australia,10
3625,3 Florence Drive,2151,New South Wales,Australia,10
1749,84707 Harper Circle,3114,Victoria,Australia,10
1747,5 Huxley Point,2154,New South Wales,Australia,10
243,122 Melrose Drive,2102,New South Wales,Australia,10
3636,5339 Paget Plaza,2190,New South Wales,Australia,10
245,91141 Huxley Parkway,2040,New South Wales,Australia,10
257,42067 Duke Terrace,2031,New South Wales,Australia,10
3507,70 Oakridge Pass,2019,New South Wales,Australia,10
3511,16 Vahlen Trail,2152,New South Wales,Australia,10
1871,4498 Donald Crossing,2525,New South Wales,Australia,10
3518,56 Anderson Alley,2194,New South Wales,Australia,10
1868,2769 Banding Avenue,3189,Victoria,Australia,10
3523,6 Moulton Point,2145,New South Wales,Australia,10
3526,75 Grim Circle,2147,New South Wales,Australia,10
3531,97461 Drewry Trail,3072,Victoria,Australia,10
1857,0672 Lyons Pass,2153,New South Wales,Australia,10
1240,9 7th Terrace,2155,New South Wales,Australia,10
1852,509 Ridgeway Junction,3166,Victoria,Australia,10
1851,56145 Porter Lane,2010,New South Wales,Australia,10
3542,71 Moulton Drive,3065,Victoria,Australia,10
1841,8 Hoffman Alley,3181,Victoria,Australia,10
265,90173 Oneill Place,3071,Victoria,Australia,10
3548,92 Mallard Court,3125,Victoria,Australia,10
1835,769 Banding Avenue,2151,New South Wales,Australia,10
3553,459 Meadow Valley Junction,4155,Queensland,Australia,10
262,48 Arizona Drive,2768,New South Wales,Australia,10
261,109 Tomscot Avenue,2010,New South Wales,Australia,10
1830,891 Anderson Parkway,2009,New South Wales,Australia,10
1824,107 Garrison Plaza,2200,New South Wales,Australia,10
259,454 Green Ridge Avenue,2176,New South Wales,Australia,10
1815,013 Armistice Street,2769,New South Wales,Australia,10
3764,5304 Oneill Pass,2117,New South Wales,Australia,10
3639,41 Bay Pass,2018,New South Wales,Australia,10
1363,03444 Scott Lane,3204,Victoria,Australia,10
1681,309 Oneill Way,2068,New South Wales,Australia,10
3715,61 Shoshone Alley,3150,Victoria,Australia,10
3717,65885 Maple Hill,3072,Victoria,Australia,10
1675,018 Superior Plaza,2068,New South Wales,Australia,10
3723,0 Declaration Center,2250,New South Wales,Australia,10
3724,1 Parkside Avenue,3109,Victoria,Australia,10
160,22371 Miller Trail,2032,New South Wales,Australia,10
1669,54 Bowman Park,2031,New South Wales,Australia,10
1668,1 Fallview Street,2155,New South Wales,Australia,10
3733,44 Londonderry Parkway,2164,New South Wales,Australia,10
158,65105 Sommers Pass,3016,Victoria,Australia,10
3736,52 Helena Lane,2192,New South Wales,Australia,10
157,5 Corry Court,2119,New South Wales,Australia,10
3738,45 Fordem Court,3191,Victoria,Australia,10
156,3723 Bunker Hill Circle,2065,New South Wales,Australia,10
3741,1 Utah Alley,2232,New South Wales,Australia,10
154,80 Duke Terrace,2233,New South Wales,Australia,10
150,63344 Holmberg Crossing,2025,New South Wales,Australia,10
1661,17485 Tennyson Pass,2221,New South Wales,Australia,10
1402,931 Rigney Terrace,3015,Victoria,Australia,10
1658,1041 Center Road,2155,New South Wales,Australia,10
3753,498 Golf Parkway,2144,New South Wales,Australia,10
1655,208 Golden Leaf Pass,3195,Victoria,Australia,10
1685,8 Northridge Drive,2072,New South Wales,Australia,10
211,231 Havey Court,2153,New South Wales,Australia,10
3704,18 Stephen Center,3189,Victoria,Australia,10
178,8 Haas Park,2074,New South Wales,Australia,10
3643,73 Eagan Hill,3040,Victoria,Australia,10
1369,393 Warrior Crossing,3190,Victoria,Australia,10
3649,5437 Oak Alley,2024,New South Wales,Australia,10
206,78 Rockefeller Park,2159,New South Wales,Australia,10
1372,0 Grasskamp Pass,3170,Victoria,Australia,10
3655,31 Packers Pass,2205,New South Wales,Australia,10
1725,752 Nevada Circle,2089,New South Wales,Australia,10
1724,25253 Straubel Trail,2153,New South Wales,Australia,10
1721,773 Tomscot Plaza,2203,New South Wales,Australia,10
3662,32 Larry Way,3073,Victoria,Australia,10
1380,28 Menomonie Street,3140,Victoria,Australia,10
3666,34775 Melrose Road,2152,New South Wales,Australia,10
3667,61 Kennedy Park,2745,New South Wales,Australia,10
199,4 Londonderry Lane,3084,Victoria,Australia,10
3672,900 Straubel Hill,2176,New South Wales,Australia,10
3676,8 Grover Parkway,2089,New South Wales,Australia,10
1384,5586 Buena Vista Avenue,3106,Victoria,Australia,10
1704,8 Talisman Avenue,2211,New South Wales,Australia,10
1703,39846 Springs Crossing,2154,New South Wales,Australia,10
1694,3205 Service Park,2158,New South Wales,Australia,10
182,0274 Oneill Alley,2088,New South Wales,Australia,10
3696,792 Clyde Gallagher Trail,2120,New South Wales,Australia,10
1691,367 Algoma Lane,2153,New South Wales,Australia,10
3702,2099 Elmside Parkway,3165,Victoria,Australia,10
3266,563 Sundown Point,2226,New South Wales,Australia,10
2651,444 Spaight Crossing,3070,Victoria,Australia,10
0,060 Morning Avenue,2016,New South Wales,Australia,10
2823,54 Green Point,3015,Victoria,Australia,10
989,64211 Laurel Alley,3141,Victoria,Australia,10
991,8298 Texas Alley,2194,New South Wales,Australia,10
539,858 Independence Terrace,2121,New South Wales,Australia,10
536,8304 Derek Park,3130,Victoria,Australia,10
3052,40 Bowman Crossing,2031,New South Wales,Australia,10
2821,9 Springview Terrace,3121,Victoria,Australia,10
2271,163 Gale Center,2077,New South Wales,Australia,10
2819,643 Clyde Gallagher Road,3107,Victoria,Australia,10
869,2 School Street,2010,New South Wales,Australia,10
3061,4 Gateway Court,3107,Victoria,Australia,10
2814,4 American Ash Circle,2211,New South Wales,Australia,10
532,999 Huxley Hill,2190,New South Wales,Australia,10
2269,5 Derek Pass,2090,New South Wales,Australia,10
666,197 Mifflin Hill,2260,New South Wales,Australia,10
3042,85 Northland Circle,2077,New South Wales,Australia,10
2825,8612 Kennedy Alley,3149,Victoria,Australia,10
871,3 Glacier Hill Parkway,2196,New South Wales,Australia,10
2485,711 Hayes Court,2120,New South Wales,Australia,10
2313,44778 Bellgrove Crossing,3205,Victoria,Australia,10
566,37 Ilene Hill,3121,Victoria,Australia,10
565,446 Dottie Court,2225,New South Wales,Australia,10
2306,01268 Stuart Hill,2145,New South Wales,Australia,10
881,923 Westerfield Junction,2065,New South Wales,Australia,10
879,06419 Dayton Junction,3191,Victoria,Australia,10
3024,31435 Eagle Crest Drive,2230,New South Wales,Australia,10
2812,6137 Scoville Center,2120,New South Wales,Australia,10
2841,1946 Golf Course Hill,3156,Victoria,Australia,10
874,60 Meadow Valley Avenue,2219,New South Wales,Australia,10
2300,84 Main Lane,3149,Victoria,Australia,10
554,1 Service Alley,2116,New South Wales,Australia,10
2296,3242 Arizona Junction,4101,Queensland,Australia,10
2294,531 Springview Lane,3101,Victoria,Australia,10
2292,834 Pierstorff Lane,4228,Queensland,Australia,10
660,77006 Nelson Point,4171,Queensland,Australia,10
875,42 Thompson Hill,2234,New South Wales,Australia,10
2848,52 Ruskin Pass,2089,New South Wales,Australia,10
866,71039 Packers Street,2034,New South Wales,Australia,10
2807,5636 Glendale Point,2769,New South Wales,Australia,10
2519,82 Lukken Lane,2190,New South Wales,Australia,10
1017,80424 Corben Alley,2136,New South Wales,Australia,10
846,615 Spenser Drive,4220,Queensland,Australia,10
509,08501 Kropf Trail,3152,Victoria,Australia,10
1021,66 Hudson Crossing,2153,New South Wales,Australia,10
2783,282 Esker Crossing,3150,Victoria,Australia,10
501,808 Debra Center,3911,Victoria,Australia,10
2533,94554 Derek Trail,2009,New South Wales,Australia,10
498,9 Rowland Road,2133,New South Wales,Australia,10
2536,6865 Duke Trail,2234,New South Wales,Australia,10
2538,1 Straubel Alley,2117,New South Wales,Australia,10
1036,40 Kinsman Pass,2065,New South Wales,Australia,10
684,75826 Bellgrove Trail,3095,Victoria,Australia,10
2206,7 Vernon Lane,2232,New South Wales,Australia,10
838,71801 Grover Point,2166,New South Wales,Australia,10
854,6 Harper Lane,2150,New South Wales,Australia,10
2239,259 Homewood Pass,2092,New South Wales,Australia,10
1015,16395 Nevada Lane,2145,New South Wales,Australia,10
857,36903 Reinke Trail,3147,Victoria,Australia,10
2265,38 Valley Edge Plaza,3095,Victoria,Australia,10
3071,1944 Charing Cross Junction,2126,New South Wales,Australia,10
3072,25578 Mayfield Drive,2099,New South Wales,Australia,10
2262,93 Shasta Avenue,4171,Queensland,Australia,10
525,35796 Buhler Plaza,3108,Victoria,Australia,10
2248,90 2nd Lane,2768,New South Wales,Australia,10
864,6712 Nova Crossing,2065,New South Wales,Australia,10
3068,74910 Burning Wood Junction,3132,Victoria,Australia,10
523,80 Lakewood Street,2576,New South Wales,Australia,10
863,519 Maywood Pass,2768,New South Wales,Australia,10
672,5 Lyons Alley,2216,New South Wales,Australia,10
2398,544 Northland Place,2190,New South Wales,Australia,10
3090,65620 Michigan Way,3141,Victoria,Australia,10
2510,440 Shasta Crossing,2118,New South Wales,Australia,10
2513,5 Warbler Avenue,3071,Victoria,Australia,10
518,62 Northport Lane,2049,New South Wales,Australia,10
1013,3 Hayes Court,3109,Victoria,Australia,10
3011,7 Anzinger Drive,2745,New South Wales,Australia,10
655,14 Autumn Leaf Avenue,2570,New South Wales,Australia,10
3009,26378 Esch Junction,2065,New South Wales,Australia,10
2420,16 Dwight Court,2154,New South Wales,Australia,10
625,87 Linden Park,2153,New South Wales,Australia,10
2421,4 Becker Center,2145,New South Wales,Australia,10
2947,10 Kensington Avenue,2117,New South Wales,Australia,10
2366,03 Clarendon Way,2099,New South Wales,Australia,10
2365,89 Oak Hill,2508,New South Wales,Australia,10
2362,5 Columbus Crossing,3040,Victoria,Australia,10
2892,17 Dapin Avenue,3189,Victoria,Australia,10
2958,5 Knutson Crossing,2114,New South Wales,Australia,10
2425,57769 Gulseth Lane,2040,New South Wales,Australia,10
2959,9217 Bashford Parkway,2023,New South Wales,Australia,10
2426,309 Shopko Center,4211,Queensland,Australia,10
2355,801 Kings Parkway,2227,New South Wales,Australia,10
2427,37 Roth Place,2144,New South Wales,Australia,10
907,33 Kropf Hill,2211,New South Wales,Australia,10
914,55 Daystar Court,2234,New South Wales,Australia,10
941,93446 Eagle Crest Plaza,2229,New South Wales,Australia,10
2417,61976 Emmet Junction,2178,New South Wales,Australia,10
915,21 Dwight Crossing,2062,New South Wales,Australia,10
2919,90 Nobel Way,3166,Victoria,Australia,10
930,33 Farwell Crossing,2575,New South Wales,Australia,10
2923,423 Golf Point,2044,New South Wales,Australia,10
2925,51 Bay Junction,2081,New South Wales,Australia,10
919,57953 Drewry Street,2518,New South Wales,Australia,10
2411,5 Steensland Hill,2768,New South Wales,Australia,10
2906,3 Nancy Circle,3106,Victoria,Australia,10
2882,177 Forest Run Crossing,2046,New South Wales,Australia,10
2931,7 New Castle Terrace,2223,New South Wales,Australia,10
2375,4 Judy Park,2016,New South Wales,Australia,10
2374,5390 Park Meadow Park,2222,New South Wales,Australia,10
2373,51 Leroy Place,2065,New South Wales,Australia,10
2939,797 Orin Terrace,2119,New South Wales,Australia,10
2941,4 Glendale Crossing,3148,Victoria,Australia,10
2902,0 Lakeland Pass,3195,Victoria,Australia,10
3265,54 Bonner Drive,3068,Victoria,Australia,10
2905,46418 Hauk Pass,3184,Victoria,Australia,10
952,1346 Forest Dale Point,3111,Victoria,Australia,10
2347,2 Continental Park,3194,Victoria,Australia,10
905,60086 Summit Lane,2116,New South Wales,Australia,10
2995,0 Lakewood Street,2144,New South Wales,Australia,10
2996,2 Hagan Hill,2155,New South Wales,Australia,10
961,58 High Crossing Place,4212,Queensland,Australia,10
2322,69893 Loomis Junction,2229,New South Wales,Australia,10
2863,558 Grayhawk Circle,2086,New South Wales,Australia,10
3000,90 Loftsgordon Plaza,2216,New South Wales,Australia,10
571,44 Bunting Parkway,2106,New South Wales,Australia,10
2458,22 Hayes Center,3156,Victoria,Australia,10
3002,5913 Ramsey Road,2478,New South Wales,Australia,10
2857,4623 Anniversary Terrace,2031,New South Wales,Australia,10
965,1601 Judy Drive,2026,New South Wales,Australia,10
2317,496 Summit Road,2120,New South Wales,Australia,10
2853,0555 Tomscot Plaza,2044,New South Wales,Australia,10
2851,57 Village Green Center,2077,New South Wales,Australia,10
2850,9179 Esker Park,2155,New South Wales,Australia,10
567,909 Browning Crossing,3013,Victoria,Australia,10
2466,77 Armistice Alley,2208,New South Wales,Australia,10
3126,98202 Holmberg Way,3149,Victoria,Australia,10
573,4 Carioca Way,3182,Victoria,Australia,10
2328,3 Mariners Cove Terrace,3108,Victoria,Australia,10
2346,0866 Pennsylvania Junction,3181,Victoria,Australia,10
2345,6 Anniversary Place,2213,New South Wales,Australia,10
2443,11 Dunning Pass,2219,New South Wales,Australia,10
640,5873 Hagan Park,3015,Victoria,Australia,10
2339,694 Northwestern Court,2155,New South Wales,Australia,10
2871,7 Bartillon Junction,2044,New South Wales,Australia,10
2452,4694 Carioca Court,4060,Queensland,Australia,10
574,4559 Stoughton Lane,2097,New South Wales,Australia,10
2980,3 Mariners Cove Terrace,2216,New South Wales,Australia,10
2983,3206 Debs Point,3071,Victoria,Australia,10
2984,60 Fulton Trail,2234,New South Wales,Australia,10
892,6382 Bayside Street,2153,New South Wales,Australia,10
579,3 Lunder Place,2300,New South Wales,Australia,10
2334,7174 Thackeray Point,2153,New South Wales,Australia,10
958,4364 Gale Park,2196,New South Wales,Australia,10
2329,2 Raven Way,3106,Victoria,Australia,10
2453,6 Ryan Drive,2165,New South Wales,Australia,10
489,431 Ilene Center,2026,New South Wales,Australia,10
2509,6 Hoard Plaza,3111,Victoria,Australia,10
3130,1617 Harper Parkway,2096,New South Wales,Australia,10
449,9 Monterey Point,4221,Queensland,Australia,10
806,5409 Mandrake Circle,2152,New South Wales,Australia,10
448,37093 Manitowish Center,2170,New South Wales,Australia,10
2726,04 Schmedeman Court,2196,New South Wales,Australia,10
715,78 Glacier Hill Drive,2026,New South Wales,Australia,10
446,8385 Lien Drive,3192,Victoria,Australia,10
450,6 Mariners Cove Center,2233,New South Wales,Australia,10
2592,97 Waxwing Terrace,4217,Queensland,Australia,10
2717,8 Bobwhite Court,3127,Victoria,Australia,10
3215,580 Blaine Center,2029,New South Wales,Australia,10
2123,042 Saint Paul Parkway,2769,New South Wales,Australia,10
2716,1 Forest Junction,2620,New South Wales,Australia,10
2118,43 Sunbrook Terrace,4160,Queensland,Australia,10
2117,0899 Judy Pass,3072,Victoria,Australia,10
445,98 Scott Parkway,2096,New South Wales,Australia,10
443,528 Buell Crossing,2748,New South Wales,Australia,10
488,411 Lien Place,4226,Queensland,Australia,10
2136,27 Drewry Road,2102,New South Wales,Australia,10
2567,711 Summerview Junction,2075,New South Wales,Australia,10
3178,9200 Continental Center,3165,Victoria,Australia,10
3179,696 Harbort Junction,2196,New South Wales,Australia,10
2745,68730 Hermina Place,3130,Victoria,Australia,10
1068,19386 Burrows Way,2229,New South Wales,Australia,10
2744,129 Mallory Junction,2196,New South Wales,Australia,10
2584,1817 Bluejay Avenue,4218,Queensland,Australia,10
2147,2800 Dottie Trail,3071,Victoria,Australia,10
3188,081 Oakridge Street,2519,New South Wales,Australia,10
2144,2 Spaight Road,2210,New South Wales,Australia,10
2141,3 Memorial Terrace,2234,New South Wales,Australia,10
709,51 Londonderry Trail,2153,New South Wales,Australia,10
2583,50 Londonderry Park,2034,New South Wales,Australia,10
456,0777 Farwell Pass,2118,New South Wales,Australia,10
811,44 Lakewood Gardens Pass,2122,New South Wales,Australia,10
725,2249 Havey Hill,3183,Victoria,Australia,10
442,93 Jana Junction,2213,New South Wales,Australia,10
2601,906 Toban Lane,2093,New South Wales,Australia,10
2631,701 Talisman Crossing,2000,New South Wales,Australia,10
753,9 Melby Park,2197,New South Wales,Australia,10
754,4 Vahlen Junction,2227,New South Wales,Australia,10
3250,463 Merry Center,3128,Victoria,Australia,10
2632,518 Colorado Trail,2100,New South Wales,Australia,10
781,3 Crest Line Plaza,2223,New South Wales,Australia,10
746,5 Dahle Trail,2117,New South Wales,Australia,10
2635,55 Fordem Street,3147,Victoria,Australia,10
1110,84 Porter Alley,2153,New South Wales,Australia,10
776,3 Magdeline Terrace,2190,New South Wales,Australia,10
2659,359 Briar Crest Road,2155,New South Wales,Australia,10
2644,9521 Old Shore Trail,2769,New South Wales,Australia,10
2647,16 Hudson Alley,2234,New South Wales,Australia,10
2649,30 Parkside Terrace,2210,New South Wales,Australia,10
2662,28156 School Park,3188,Victoria,Australia,10
3246,11 Mifflin Junction,2193,New South Wales,Australia,10
423,8 Moland Pass,2065,New South Wales,Australia,10
427,9 Lukken Parkway,2065,New South Wales,Australia,10
1088,0 Nevada Pass,2216,New South Wales,Australia,10
3227,78258 Hanover Plaza,3070,Victoria,Australia,10
728,98 Esker Junction,2192,New South Wales,Australia,10
2101,60424 Bultman Terrace,2120,New South Wales,Australia,10
2602,76085 Eagan Crossing,3071,Victoria,Australia,10
431,4 Almo Plaza,2085,New South Wales,Australia,10
729,9984 Pankratz Road,2145,New South Wales,Australia,10
2606,23426 Transport Center,2218,New South Wales,Australia,10
738,0272 Pankratz Hill,2031,New South Wales,Australia,10
2615,61 Northfield Pass,2190,New South Wales,Australia,10
429,155 Basil Junction,2210,New South Wales,Australia,10
1098,258 Luster Court,2154,New South Wales,Australia,10
788,57 Gulseth Terrace,2099,New South Wales,Australia,10
2682,40923 Truax Drive,2208,New South Wales,Australia,10
786,79 Arkansas Drive,3008,Victoria,Australia,10
2564,147 Golden Leaf Pass,2061,New South Wales,Australia,10
2156,0 Delladonna Parkway,3189,Victoria,Australia,10
3200,378 Maple Pass,2153,New South Wales,Australia,10
1050,2330 Huxley Crossing,2570,New South Wales,Australia,10
2174,966 Emmet Trail,3015,Victoria,Australia,10
830,285 Aberg Point,2192,New South Wales,Australia,10
3155,9890 Macpherson Drive,2224,New South Wales,Australia,10
3135,3 Canary Center,2040,New South Wales,Australia,10
486,31 Twin Pines Trail,3775,Victoria,Australia,10
2175,49530 Evergreen Lane,3163,Victoria,Australia,10
1058,6988 Acker Crossing,2217,New South Wales,Australia,10
691,0650 Sachs Circle,2769,New South Wales,Australia,10
3133,409 Bobwhite Road,2226,New South Wales,Australia,10
831,4 Sachtjen Avenue,4210,Queensland,Australia,10
3158,55152 Delaware Park,2151,New South Wales,Australia,10
2758,5772 Ridgeway Place,3066,Victoria,Australia,10
2198,59929 West Alley,2026,New South Wales,Australia,10
2167,698 Lunder Point,2016,New South Wales,Australia,10
1061,7 Village Green Circle,3109,Victoria,Australia,10
470,781 Dorton Avenue,3012,Victoria,Australia,10
700,15 Emmet Street,2233,New South Wales,Australia,10
2762,14 Pennsylvania Alley,2225,New South Wales,Australia,10
2190,9 Barnett Street,4179,Queensland,Australia,10
3172,06 Kipling Circle,2085,New South Wales,Australia,10
3151,63663 Darwin Crossing,2565,New South Wales,Australia,10
2158,8 Bunting Hill,2155,New South Wales,Australia,10
1046,5271 Vernon Court,3207,Victoria,Australia,10
3149,0 Warrior Alley,2021,New South Wales,Australia,10
3144,48007 Lakewood Hill,3141,Victoria,Australia,10
742,61043 Summer Ridge Junction,2229,New South Wales,Australia,11
2608,3024 Butternut Crossing,2087,New South Wales,Australia,11
25,02663 Buell Parkway,2519,New South Wales,Australia,11
739,2 North Crossing,3111,Victoria,Australia,11
822,1 Oriole Alley,4171,Queensland,Australia,11
2885,63 Bayside Center,2018,New South Wales,Australia,11
2886,32 Calypso Park,2481,New South Wales,Australia,11
2431,582 Kropf Avenue,2032,New South Wales,Australia,11
1578,277 Lindbergh Alley,2100,New South Wales,Australia,11
2881,53683 Arapahoe Parkway,2121,New South Wales,Australia,11
3834,862 Ilene Circle,2206,New South Wales,Australia,11
2438,4 Northridge Center,2076,New South Wales,Australia,11
170,52273 Bay Place,3145,Victoria,Australia,11
3952,85999 Cherokee Street,2086,New South Wales,Australia,11
91,6 Heffernan Center,2125,New South Wales,Australia,11
166,13950 Jackson Avenue,2099,New South Wales,Australia,11
734,08260 Jay Court,3191,Victoria,Australia,11
2876,8750 Corben Trail,2089,New South Wales,Australia,11
1593,4 Florence Street,2032,New South Wales,Australia,11
2441,047 Kedzie Park,2206,New South Wales,Australia,11
1577,85301 John Wall Road,2101,New South Wales,Australia,11
3718,310 Cody Street,2125,New South Wales,Australia,11
1674,2 Pankratz Place,2063,New South Wales,Australia,11
1594,2390 Blackbird Point,2035,New South Wales,Australia,11
2437,336 Service Pass,2073,New South Wales,Australia,11
823,8925 Ryan Trail,2073,New South Wales,Australia,11
1629,49932 Messerschmidt Point,2138,New South Wales,Australia,11
2527,53723 Dunning Street,2153,New South Wales,Australia,11
3983,565 Bunting Park,2076,New South Wales,Australia,11
84,73042 Roth Crossing,2100,New South Wales,Australia,11
3987,8 Randy Parkway,2209,New South Wales,Australia,11
2907,7916 Clyde Gallagher Place,2075,New South Wales,Australia,11
1711,5 Spohn Alley,2121,New South Wales,Australia,11
198,2 Gina Junction,2085,New South Wales,Australia,11
2412,37983 Logan Street,2154,New South Wales,Australia,11
79,96061 Ludington Place,2086,New South Wales,Australia,11
836,2 Dwight Street,3187,Victoria,Australia,11
2405,75351 Ridgeview Lane,3181,Victoria,Australia,11
2399,91 Norway Maple Hill,2065,New South Wales,Australia,11
1715,644 Karstens Place,3040,Victoria,Australia,11
80,5037 Merchant Crossing,2226,New South Wales,Australia,11
1583,7032 Hallows Drive,2126,New South Wales,Australia,11
81,289 Haas Street,2075,New South Wales,Australia,11
3837,713 Redwing Crossing,2121,New South Wales,Australia,11
2633,3 Forest Dale Lane,2100,New South Wales,Australia,11
916,3828 Norway Maple Avenue,2027,New South Wales,Australia,11
2784,724 West Park,2112,New South Wales,Australia,11
183,4179 Carioca Terrace,2220,New South Wales,Australia,11
3967,08 Dennis Crossing,3184,Victoria,Australia,11
1692,9037 Norway Maple Junction,2087,New South Wales,Australia,11
784,37817 Burning Wood Circle,2126,New South Wales,Australia,11
2558,65 Waxwing Drive,2121,New South Wales,Australia,11
3680,46 Hollow Ridge Way,2011,New South Wales,Australia,11
3689,526 Kipling Drive,3193,Victoria,Australia,11
2675,4658 Tennessee Street,3121,Victoria,Australia,11
3972,327 Loeprich Street,3187,Victoria,Australia,11
2673,59 Hoepker Lane,3191,Victoria,Australia,11
3845,37 Hintze Center,4011,Queensland,Australia,11
1701,11 Victoria Place,2036,New South Wales,Australia,11
1581,256 Fordem Street,2119,New South Wales,Australia,11
2532,3144 Ruskin Trail,2046,New South Wales,Australia,11
3843,0056 Corry Center,2220,New South Wales,Australia,11
2708,29895 Crest Line Point,2049,New South Wales,Australia,11
2764,077 Clemons Road,2203,New South Wales,Australia,11
699,70836 Colorado Plaza,2571,New South Wales,Australia,11
136,585 Loomis Court,2097,New South Wales,Australia,11
141,20382 Spohn Alley,2219,New South Wales,Australia,11
2738,5837 Hayes Court,2113,New South Wales,Australia,11
3909,109 Kipling Road,2156,New South Wales,Australia,11
142,12375 Cambridge Pass,2065,New South Wales,Australia,11
2576,6 Loomis Trail,2099,New South Wales,Australia,11
810,25689 Eastlawn Crossing,2067,New South Wales,Australia,11
1648,8012 American Parkway,2138,New South Wales,Australia,11
1650,22 Badeau Avenue,3161,Victoria,Australia,11
3760,8397 Holy Cross Parkway,2087,New South Wales,Australia,11
2731,18 Logan Alley,2159,New South Wales,Australia,11
107,0 David Terrace,3204,Victoria,Australia,11
2501,99488 Mccormick Terrace,2207,New South Wales,Australia,11
1566,608 Rutledge Drive,2121,New South Wales,Australia,11
3774,3052 Green Drive,3142,Victoria,Australia,11
1640,38330 Badeau Place,2154,New South Wales,Australia,11
2500,30 Redwing Pass,2112,New South Wales,Australia,11
1630,6 Monument Circle,3186,Victoria,Australia,11
